gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength,cluster0,celltype
ALAS1,6.219999999999999e-145,1.040733835,0.4,0.133,1.1499999999999998e-140,Macro_FOLR2+APOE+,1.040733835,Macro_FOLR2+APOE+,Mye
CNDP2,1.5400000000000002e-70,1.036883449,0.801,0.445,2.84e-66,Macro_FOLR2+APOE+,1.036883449,Macro_FOLR2+APOE+,Mye
ARAP1,6.17e-64,1.033525641,0.559,0.284,1.14e-59,Macro_FOLR2+APOE+,1.033525641,Macro_FOLR2+APOE+,Mye
FUOM,1.4499999999999998e-121,1.032081898,0.757,0.365,2.6700000000000002e-117,Macro_FOLR2+APOE+,1.032081898,Macro_FOLR2+APOE+,Mye
PSMD4,3.65e-35,1.031968289,0.685,0.404,6.72e-31,Macro_FOLR2+APOE+,1.031968289,Macro_FOLR2+APOE+,Mye
BCAP31,6.869999999999999e-161,1.030979379,0.938,0.574,1.27e-156,Macro_FOLR2+APOE+,1.030979379,Macro_FOLR2+APOE+,Mye
SLC1A3,8.849999999999999e-88,1.028909601,0.717,0.352,1.6299999999999999e-83,Macro_FOLR2+APOE+,1.028909601,Macro_FOLR2+APOE+,Mye
CNPY2,2.3899999999999998e-132,1.025032477,0.469,0.179,4.3999999999999997e-128,Macro_FOLR2+APOE+,1.025032477,Macro_FOLR2+APOE+,Mye
LMAN2,3.2099999999999996e-68,1.023948636,0.836,0.502,5.91e-64,Macro_FOLR2+APOE+,1.023948636,Macro_FOLR2+APOE+,Mye
GPX3,1.9599999999999998e-137,1.014995458,0.478,0.183,3.62e-133,Macro_FOLR2+APOE+,1.014995458,Macro_FOLR2+APOE+,Mye
RNH1,1e-36,1.009764195,0.891,0.61,1.85e-32,Macro_FOLR2+APOE+,1.009764195,Macro_FOLR2+APOE+,Mye
CLEC4E,5.319999999999999e-56,1.00782979,0.552,0.284,9.79e-52,Macro_FOLR2+APOE+,1.00782979,Macro_FOLR2+APOE+,Mye
RNF13,1.6200000000000003e-64,1.00637371,0.837,0.508,2.98e-60,Macro_FOLR2+APOE+,1.00637371,Macro_FOLR2+APOE+,Mye
COMT,3.31e-70,1.004741263,0.873,0.548,6.1e-66,Macro_FOLR2+APOE+,1.004741263,Macro_FOLR2+APOE+,Mye
NINJ1,8.569999999999999e-72,1.003977049,0.895,0.55,1.5799999999999998e-67,Macro_FOLR2+APOE+,1.003977049,Macro_FOLR2+APOE+,Mye
DPP7,2.3499999999999996e-87,1.003208696,0.888,0.547,4.33e-83,Macro_FOLR2+APOE+,1.003208696,Macro_FOLR2+APOE+,Mye
FCGR2A,8.96e-37,1.002020363,0.912,0.623,1.6499999999999999e-32,Macro_FOLR2+APOE+,1.002020363,Macro_FOLR2+APOE+,Mye
STAT1,1.7299999999999999e-258,0.994787858,0.938,0.505,3.18e-254,Macro_FOLR2+APOE+,0.994787858,Macro_FOLR2+APOE+,Mye
SLC29A3,1.9599999999999993e-183,0.994463693,0.42,0.127,3.6099999999999994e-179,Macro_FOLR2+APOE+,0.994463693,Macro_FOLR2+APOE+,Mye
TALDO1,3.99e-51,0.992785587,0.908,0.655,7.35e-47,Macro_FOLR2+APOE+,0.992785587,Macro_FOLR2+APOE+,Mye
SDC3,0,0.989552334,0.61,0.139,0,Macro_FOLR2+APOE+,0.989552334,Macro_FOLR2+APOE+,Mye
ATRAID,4.42e-58,0.989364406,0.79,0.456,8.149999999999999e-54,Macro_FOLR2+APOE+,0.989364406,Macro_FOLR2+APOE+,Mye
HADHB,1.04e-65,0.988509436,0.67,0.351,1.91e-61,Macro_FOLR2+APOE+,0.988509436,Macro_FOLR2+APOE+,Mye
IFNGR2,4.35e-63,0.984798168,0.875,0.555,8.01e-59,Macro_FOLR2+APOE+,0.984798168,Macro_FOLR2+APOE+,Mye
CD163,3.7599999999999995e-162,0.980929123,0.845,0.435,6.929999999999999e-158,Macro_FOLR2+APOE+,0.980929123,Macro_FOLR2+APOE+,Mye
UCP2,2.19e-53,0.979982344,0.92,0.626,4.03e-49,Macro_FOLR2+APOE+,0.979982344,Macro_FOLR2+APOE+,Mye
FCGR1A,2.8099999999999994e-158,0.978437562,0.807,0.399,5.18e-154,Macro_FOLR2+APOE+,0.978437562,Macro_FOLR2+APOE+,Mye
GPR34,1.6e-72,0.975891045,0.591,0.298,2.9499999999999996e-68,Macro_FOLR2+APOE+,0.975891045,Macro_FOLR2+APOE+,Mye
CDK4,1.95e-89,0.975530071,0.51,0.223,3.5900000000000004e-85,Macro_FOLR2+APOE+,0.975530071,Macro_FOLR2+APOE+,Mye
NDUFA12,5.13e-46,0.975468877,0.798,0.485,9.44e-42,Macro_FOLR2+APOE+,0.975468877,Macro_FOLR2+APOE+,Mye
LHFPL2,6.7299999999999996e-205,0.972530943,0.71,0.271,1.2399999999999998e-200,Macro_FOLR2+APOE+,0.972530943,Macro_FOLR2+APOE+,Mye
SQSTM1,1.6899999999999999e-41,0.97239671,0.923,0.667,3.1099999999999997e-37,Macro_FOLR2+APOE+,0.97239671,Macro_FOLR2+APOE+,Mye
MGST3,8.259999999999999e-96,0.968600697,0.874,0.532,1.52e-91,Macro_FOLR2+APOE+,0.968600697,Macro_FOLR2+APOE+,Mye
SLC25A39,5.849999999999999e-47,0.967698715,0.708,0.4,1.08e-42,Macro_FOLR2+APOE+,0.967698715,Macro_FOLR2+APOE+,Mye
DRAM1,6.639999999999998e-227,0.96410323,0.61,0.207,1.2199999999999997e-222,Macro_FOLR2+APOE+,0.96410323,Macro_FOLR2+APOE+,Mye
SELENOP,4.07e-239,0.963875092,0.355,0.084,7.489999999999998e-235,Macro_FOLR2+APOE+,0.963875092,Macro_FOLR2+APOE+,Mye
APMAP,5.35e-98,0.961341894,0.627,0.291,9.85e-94,Macro_FOLR2+APOE+,0.961341894,Macro_FOLR2+APOE+,Mye
NEK6,1.63e-92,0.959922235,0.519,0.231,3.0099999999999997e-88,Macro_FOLR2+APOE+,0.959922235,Macro_FOLR2+APOE+,Mye
CD40,2.96e-206,0.957792647,0.703,0.28,5.449999999999999e-202,Macro_FOLR2+APOE+,0.957792647,Macro_FOLR2+APOE+,Mye
BLOC1S1,2.2499999999999997e-67,0.954220939,0.752,0.464,4.14e-63,Macro_FOLR2+APOE+,0.954220939,Macro_FOLR2+APOE+,Mye
GLB1,4.939999999999999e-107,0.949966221,0.626,0.282,9.1e-103,Macro_FOLR2+APOE+,0.949966221,Macro_FOLR2+APOE+,Mye
SOAT1,3.96e-136,0.949082584,0.65,0.275,7.3e-132,Macro_FOLR2+APOE+,0.949082584,Macro_FOLR2+APOE+,Mye
TTYH3,1.1899999999999999e-293,0.945230585,0.661,0.211,2.19e-289,Macro_FOLR2+APOE+,0.945230585,Macro_FOLR2+APOE+,Mye
RAB1A,3.4900000000000004e-86,0.943679027,0.743,0.386,6.44e-82,Macro_FOLR2+APOE+,0.943679027,Macro_FOLR2+APOE+,Mye
KCNMA1,0,0.943668737,0.745,0.246,0,Macro_FOLR2+APOE+,0.943668737,Macro_FOLR2+APOE+,Mye
CD14,5.869999999999999e-144,0.937522388,0.955,0.614,1.08e-139,Macro_FOLR2+APOE+,0.937522388,Macro_FOLR2+APOE+,Mye
GAL3ST4,3.519999999999999e-183,0.937315335,0.482,0.159,6.489999999999999e-179,Macro_FOLR2+APOE+,0.937315335,Macro_FOLR2+APOE+,Mye
CD53,1.0199999999999998e-54,0.935461658,0.944,0.671,1.87e-50,Macro_FOLR2+APOE+,0.935461658,Macro_FOLR2+APOE+,Mye
AMDHD2,4.869999999999999e-176,0.935460897,0.447,0.141,8.97e-172,Macro_FOLR2+APOE+,0.935460897,Macro_FOLR2+APOE+,Mye
PSMB1,5.23e-19,0.93320531,0.882,0.622,9.62e-15,Macro_FOLR2+APOE+,0.93320531,Macro_FOLR2+APOE+,Mye
LRPAP1,9.319999999999999e-126,0.932775115,0.865,0.485,1.7199999999999999e-121,Macro_FOLR2+APOE+,0.932775115,Macro_FOLR2+APOE+,Mye
PRDX4,5.109999999999999e-144,0.931337717,0.651,0.276,9.399999999999999e-140,Macro_FOLR2+APOE+,0.931337717,Macro_FOLR2+APOE+,Mye
SMIM20,6.400000000000001e-75,0.930104639,0.499,0.23,1.18e-70,Macro_FOLR2+APOE+,0.930104639,Macro_FOLR2+APOE+,Mye
IDH1,1.53e-298,0.927798907,0.7,0.233,2.81e-294,Macro_FOLR2+APOE+,0.927798907,Macro_FOLR2+APOE+,Mye
COLGALT1,1.0999999999999997e-169,0.927471281,0.592,0.22,2.0199999999999996e-165,Macro_FOLR2+APOE+,0.927471281,Macro_FOLR2+APOE+,Mye
PSME2,8.21e-105,0.925221206,0.965,0.708,1.51e-100,Macro_FOLR2+APOE+,0.925221206,Macro_FOLR2+APOE+,Mye
DAB2,1.4899999999999997e-163,0.924951956,0.879,0.421,2.7499999999999996e-159,Macro_FOLR2+APOE+,0.924951956,Macro_FOLR2+APOE+,Mye
TSPAN14,3.1699999999999995e-54,0.924376729,0.612,0.325,5.83e-50,Macro_FOLR2+APOE+,0.924376729,Macro_FOLR2+APOE+,Mye
DAPK1,5.6099999999999995e-62,0.921938094,0.616,0.327,1.03e-57,Macro_FOLR2+APOE+,0.921938094,Macro_FOLR2+APOE+,Mye
ABCA1,4.6500000000000003e-122,0.921611395,0.661,0.305,8.559999999999998e-118,Macro_FOLR2+APOE+,0.921611395,Macro_FOLR2+APOE+,Mye
AOAH,8.79e-53,0.921178942,0.667,0.366,1.6199999999999998e-48,Macro_FOLR2+APOE+,0.921178942,Macro_FOLR2+APOE+,Mye
LGALS9,2.7799999999999997e-109,0.920644344,0.895,0.538,5.12e-105,Macro_FOLR2+APOE+,0.920644344,Macro_FOLR2+APOE+,Mye
RBM47,6.55e-85,0.918897615,0.683,0.349,1.21e-80,Macro_FOLR2+APOE+,0.918897615,Macro_FOLR2+APOE+,Mye
OLFML3,4.08e-78,0.917352355,0.472,0.219,7.51e-74,Macro_FOLR2+APOE+,0.917352355,Macro_FOLR2+APOE+,Mye
RPN2,2.86e-236,0.916654477,0.711,0.272,5.259999999999999e-232,Macro_FOLR2+APOE+,0.916654477,Macro_FOLR2+APOE+,Mye
ATP6V0D1,8.34e-35,0.914792995,0.836,0.564,1.5399999999999998e-30,Macro_FOLR2+APOE+,0.914792995,Macro_FOLR2+APOE+,Mye
FCGR1B,5.26e-83,0.914655267,0.46,0.197,9.690000000000001e-79,Macro_FOLR2+APOE+,0.914655267,Macro_FOLR2+APOE+,Mye
APIP,6.16e-77,0.914397247,0.491,0.226,1.13e-72,Macro_FOLR2+APOE+,0.914397247,Macro_FOLR2+APOE+,Mye
NCEH1,7.499999999999999e-199,0.912987959,0.429,0.125,1.3799999999999997e-194,Macro_FOLR2+APOE+,0.912987959,Macro_FOLR2+APOE+,Mye
TMEM147,3.1799999999999996e-92,0.91056566,0.792,0.423,5.86e-88,Macro_FOLR2+APOE+,0.91056566,Macro_FOLR2+APOE+,Mye
ARHGEF10L,3.9399999999999997e-147,0.909096922,0.369,0.117,7.259999999999999e-143,Macro_FOLR2+APOE+,0.909096922,Macro_FOLR2+APOE+,Mye
GSN,1.77e-86,0.907480521,0.939,0.625,3.26e-82,Macro_FOLR2+APOE+,0.907480521,Macro_FOLR2+APOE+,Mye
ATP6V1H,5.27e-94,0.905949484,0.478,0.204,9.7e-90,Macro_FOLR2+APOE+,0.905949484,Macro_FOLR2+APOE+,Mye
RNASE1,3.26e-86,0.903562054,0.548,0.264,6e-82,Macro_FOLR2+APOE+,0.903562054,Macro_FOLR2+APOE+,Mye
DDOST,4.12e-36,0.903013478,0.737,0.455,7.589999999999999e-32,Macro_FOLR2+APOE+,0.903013478,Macro_FOLR2+APOE+,Mye
GSTO1,5.28e-83,0.90180588800000006,0.911,0.611,9.73e-79,Macro_FOLR2+APOE+,0.90180588800000006,Macro_FOLR2+APOE+,Mye
ABHD2,9.419999999999998e-87,0.898914905,0.515,0.233,1.73e-82,Macro_FOLR2+APOE+,0.898914905,Macro_FOLR2+APOE+,Mye
DEGS1,8.94e-51,0.898592117,0.598,0.318,1.6499999999999999e-46,Macro_FOLR2+APOE+,0.898592117,Macro_FOLR2+APOE+,Mye
NABP1,4.85e-44,0.897345003,0.592,0.332,8.93e-40,Macro_FOLR2+APOE+,0.897345003,Macro_FOLR2+APOE+,Mye
TCEAL4,5.42e-87,0.896628721,0.585,0.271,9.99e-83,Macro_FOLR2+APOE+,0.896628721,Macro_FOLR2+APOE+,Mye
PDCD5,4.95e-39,0.894706568,0.616,0.343,9.11e-35,Macro_FOLR2+APOE+,0.894706568,Macro_FOLR2+APOE+,Mye
CORO1B,1.8999999999999997e-104,0.894543237,0.838,0.462,3.5e-100,Macro_FOLR2+APOE+,0.894543237,Macro_FOLR2+APOE+,Mye
CCT5,1.2400000000000001e-29,0.894211035,0.631,0.374,2.28e-25,Macro_FOLR2+APOE+,0.894211035,Macro_FOLR2+APOE+,Mye
LAMP1,0,0.892464823,0.885,0.383,0,Macro_FOLR2+APOE+,0.892464823,Macro_FOLR2+APOE+,Mye
TWF2,3.7199999999999995e-160,0.892094972,0.726,0.323,6.849999999999999e-156,Macro_FOLR2+APOE+,0.892094972,Macro_FOLR2+APOE+,Mye
MT-ATP6,1.76e-73,0.891352359,0.834,0.571,3.24e-69,Macro_FOLR2+APOE+,0.891352359,Macro_FOLR2+APOE+,Mye
FLVCR2,1.42e-190,0.889834197,0.413,0.12,2.61e-186,Macro_FOLR2+APOE+,0.889834197,Macro_FOLR2+APOE+,Mye
ATP6V1B2,3e-73,0.888617573,0.87,0.525,5.52e-69,Macro_FOLR2+APOE+,0.888617573,Macro_FOLR2+APOE+,Mye
STAB1,5.45e-116,0.888040016,0.692,0.335,9.999999999999999e-112,Macro_FOLR2+APOE+,0.888040016,Macro_FOLR2+APOE+,Mye
PCBD1,2.1299999999999996e-173,0.886742441,0.772,0.349,3.919999999999999e-169,Macro_FOLR2+APOE+,0.886742441,Macro_FOLR2+APOE+,Mye
SMS,8.009999999999999e-47,0.886467957,0.722,0.418,1.4799999999999998e-42,Macro_FOLR2+APOE+,0.886467957,Macro_FOLR2+APOE+,Mye
GIMAP4,3.48e-108,0.886111234,0.824,0.416,6.4e-104,Macro_FOLR2+APOE+,0.886111234,Macro_FOLR2+APOE+,Mye
TPCN1,4.54e-117,0.885855345,0.391,0.139,8.35e-113,Macro_FOLR2+APOE+,0.885855345,Macro_FOLR2+APOE+,Mye
TM2D2,8.809999999999999e-87,0.883171507,0.451,0.194,1.62e-82,Macro_FOLR2+APOE+,0.883171507,Macro_FOLR2+APOE+,Mye
VOPP1,1.6099999999999997e-195,0.881115219,0.771,0.335,2.96e-191,Macro_FOLR2+APOE+,0.881115219,Macro_FOLR2+APOE+,Mye
TMEM59,9.89e-45,0.880714635,0.881,0.61,1.8199999999999999e-40,Macro_FOLR2+APOE+,0.880714635,Macro_FOLR2+APOE+,Mye
MS4A6A,4.95e-81,0.879135756,0.964,0.708,9.11e-77,Macro_FOLR2+APOE+,0.879135756,Macro_FOLR2+APOE+,Mye
TMEM37,0,0.877974935,0.446,0.093,0,Macro_FOLR2+APOE+,0.877974935,Macro_FOLR2+APOE+,Mye
GNS,7.32e-98,0.874341263,0.785,0.42,1.35e-93,Macro_FOLR2+APOE+,0.874341263,Macro_FOLR2+APOE+,Mye
UROD,2.3299999999999997e-74,0.870054744,0.489,0.227,4.3e-70,Macro_FOLR2+APOE+,0.870054744,Macro_FOLR2+APOE+,Mye
ADH5,1.0599999999999999e-89,0.869981208,0.521,0.233,1.95e-85,Macro_FOLR2+APOE+,0.869981208,Macro_FOLR2+APOE+,Mye
VSIG4,5.04e-95,0.868880301,0.618,0.34,9.280000000000001e-91,Macro_FOLR2+APOE+,0.868880301,Macro_FOLR2+APOE+,Mye
EMC4,8.44e-39,0.868782854,0.62,0.353,1.55e-34,Macro_FOLR2+APOE+,0.868782854,Macro_FOLR2+APOE+,Mye
ADPGK,5.97e-54,0.867328606,0.707,0.392,1.1e-49,Macro_FOLR2+APOE+,0.867328606,Macro_FOLR2+APOE+,Mye
CALU,4.06e-118,0.86723804,0.525,0.217,7.48e-114,Macro_FOLR2+APOE+,0.86723804,Macro_FOLR2+APOE+,Mye
CD59,4.6799999999999995e-161,0.86660327,0.729,0.329,8.62e-157,Macro_FOLR2+APOE+,0.86660327,Macro_FOLR2+APOE+,Mye
RAB5C,1.6899999999999998e-107,0.866295518,0.815,0.45,3.0999999999999996e-103,Macro_FOLR2+APOE+,0.866295518,Macro_FOLR2+APOE+,Mye
WIPI1,1.12e-125,0.865489473,0.42,0.15,2.0599999999999997e-121,Macro_FOLR2+APOE+,0.865489473,Macro_FOLR2+APOE+,Mye
ORMDL2,1.84e-50,0.861791875,0.548,0.292,3.4e-46,Macro_FOLR2+APOE+,0.861791875,Macro_FOLR2+APOE+,Mye
MPDU1,2.7500000000000003e-73,0.861238254,0.475,0.22,5.059999999999999e-69,Macro_FOLR2+APOE+,0.861238254,Macro_FOLR2+APOE+,Mye
SIGLEC10,1.63e-156,0.859854232,0.693,0.31,2.9999999999999996e-152,Macro_FOLR2+APOE+,0.859854232,Macro_FOLR2+APOE+,Mye
MARCKS,1.48e-140,0.859760091,0.927,0.521,2.7199999999999997e-136,Macro_FOLR2+APOE+,0.859760091,Macro_FOLR2+APOE+,Mye
CD86,1.47e-65,0.859442367,0.836,0.485,2.7e-61,Macro_FOLR2+APOE+,0.859442367,Macro_FOLR2+APOE+,Mye
CCDC47,9.84e-62,0.859125042,0.572,0.296,1.81e-57,Macro_FOLR2+APOE+,0.859125042,Macro_FOLR2+APOE+,Mye
CXCL10,1.6799999999999998e-185,0.85899227,0.452,0.144,3.09e-181,Macro_FOLR2+APOE+,0.85899227,Macro_FOLR2+APOE+,Mye
SLC31A2,1.39e-113,0.857791264,0.818,0.431,2.57e-109,Macro_FOLR2+APOE+,0.857791264,Macro_FOLR2+APOE+,Mye
TNS3,1.1e-271,0.855386122,0.589,0.182,2.02e-267,Macro_FOLR2+APOE+,0.855386122,Macro_FOLR2+APOE+,Mye
ADIPOR1,9.119999999999999e-54,0.854384146,0.769,0.453,1.68e-49,Macro_FOLR2+APOE+,0.854384146,Macro_FOLR2+APOE+,Mye
PSMF1,4.23e-45,0.854210592,0.728,0.412,7.79e-41,Macro_FOLR2+APOE+,0.854210592,Macro_FOLR2+APOE+,Mye
CCR1,1.17e-150,0.852998316,0.565,0.218,2.16e-146,Macro_FOLR2+APOE+,0.852998316,Macro_FOLR2+APOE+,Mye
ATP6V1E1,1.6100000000000002e-91,0.851640786,0.661,0.322,2.9699999999999998e-87,Macro_FOLR2+APOE+,0.851640786,Macro_FOLR2+APOE+,Mye
SOD1,7.09e-54,0.846192766,0.875,0.555,1.31e-49,Macro_FOLR2+APOE+,0.846192766,Macro_FOLR2+APOE+,Mye
CYBB,1.4e-71,0.845143608,0.93,0.615,2.58e-67,Macro_FOLR2+APOE+,0.845143608,Macro_FOLR2+APOE+,Mye
SH3GLB1,4.79e-37,0.844079303,0.715,0.419,8.830000000000001e-33,Macro_FOLR2+APOE+,0.844079303,Macro_FOLR2+APOE+,Mye
GADD45G,1.29e-293,0.843335211,0.485,0.124,2.38e-289,Macro_FOLR2+APOE+,0.843335211,Macro_FOLR2+APOE+,Mye
VPS29,8.66e-33,0.842021589,0.829,0.527,1.59e-28,Macro_FOLR2+APOE+,0.842021589,Macro_FOLR2+APOE+,Mye
SCARB2,6.649999999999999e-246,0.841645752,0.841,0.358,1.2299999999999998e-241,Macro_FOLR2+APOE+,0.841645752,Macro_FOLR2+APOE+,Mye
CDS2,3.55e-136,0.84155696,0.473,0.176,6.539999999999999e-132,Macro_FOLR2+APOE+,0.84155696,Macro_FOLR2+APOE+,Mye
ALDH2,3.3899999999999997e-74,0.840380979,0.86,0.542,6.25e-70,Macro_FOLR2+APOE+,0.840380979,Macro_FOLR2+APOE+,Mye
SNX8,2.41e-102,0.840217593,0.503,0.21,4.43e-98,Macro_FOLR2+APOE+,0.840217593,Macro_FOLR2+APOE+,Mye
SNX2,5.3800000000000004e-77,0.839927383,0.775,0.431,9.910000000000001e-73,Macro_FOLR2+APOE+,0.839927383,Macro_FOLR2+APOE+,Mye
CCDC107,4.4e-76,0.83913451,0.615,0.298,8.11e-72,Macro_FOLR2+APOE+,0.83913451,Macro_FOLR2+APOE+,Mye
PCK2,5.009999999999999e-148,0.833399843,0.399,0.13,9.229999999999998e-144,Macro_FOLR2+APOE+,0.833399843,Macro_FOLR2+APOE+,Mye
VKORC1,9.17e-137,0.832937969,0.567,0.234,1.6899999999999998e-132,Macro_FOLR2+APOE+,0.832937969,Macro_FOLR2+APOE+,Mye
FYB1,2.9599999999999993e-252,0.831729923,0.748,0.305,5.4499999999999996e-248,Macro_FOLR2+APOE+,0.831729923,Macro_FOLR2+APOE+,Mye
MMP14,0,0.829979533,0.693,0.211,0,Macro_FOLR2+APOE+,0.829979533,Macro_FOLR2+APOE+,Mye
TAPBPL,1.71e-108,0.829882399,0.472,0.188,3.14e-104,Macro_FOLR2+APOE+,0.829882399,Macro_FOLR2+APOE+,Mye
SMCO4,3.46e-120,0.828359128,0.782,0.407,6.379999999999999e-116,Macro_FOLR2+APOE+,0.828359128,Macro_FOLR2+APOE+,Mye
ANAPC13,4.509999999999999e-68,0.826690874,0.481,0.223,8.31e-64,Macro_FOLR2+APOE+,0.826690874,Macro_FOLR2+APOE+,Mye
ARPC4,1.7e-73,0.826169507,0.727,0.401,3.13e-69,Macro_FOLR2+APOE+,0.826169507,Macro_FOLR2+APOE+,Mye
MPC1,6.04e-84,0.825221017,0.635,0.308,1.11e-79,Macro_FOLR2+APOE+,0.825221017,Macro_FOLR2+APOE+,Mye
C5AR1,8.69e-36,0.825042186,0.679,0.4,1.5999999999999999e-31,Macro_FOLR2+APOE+,0.825042186,Macro_FOLR2+APOE+,Mye
CYB5R1,1.6000000000000002e-123,0.820381866,0.525,0.208,2.939999999999999e-119,Macro_FOLR2+APOE+,0.820381866,Macro_FOLR2+APOE+,Mye
ANXA7,1.41e-46,0.817709623,0.655,0.364,2.5899999999999998e-42,Macro_FOLR2+APOE+,0.817709623,Macro_FOLR2+APOE+,Mye
CALM3,2.93e-57,0.817532146,0.83,0.498,5.4e-53,Macro_FOLR2+APOE+,0.817532146,Macro_FOLR2+APOE+,Mye
CYCS,4.0199999999999998e-28,0.817394394,0.793,0.516,7.41e-24,Macro_FOLR2+APOE+,0.817394394,Macro_FOLR2+APOE+,Mye
GBP1,1.67e-170,0.814668651,0.766,0.334,3.08e-166,Macro_FOLR2+APOE+,0.814668651,Macro_FOLR2+APOE+,Mye
IL2RA,1.1999999999999997e-286,0.813761756,0.324,0.062,2.21e-282,Macro_FOLR2+APOE+,0.813761756,Macro_FOLR2+APOE+,Mye
NANS,1.97e-67,0.813131089,0.708,0.38,3.63e-63,Macro_FOLR2+APOE+,0.813131089,Macro_FOLR2+APOE+,Mye
BRI3,3.8900000000000005e-251,0.812622387,0.851,0.389,7.159999999999998e-247,Macro_FOLR2+APOE+,0.812622387,Macro_FOLR2+APOE+,Mye
RPL22L1,8.709999999999999e-67,0.809781236,0.545,0.266,1.5999999999999999e-62,Macro_FOLR2+APOE+,0.809781236,Macro_FOLR2+APOE+,Mye
PGD,4.85e-114,0.80859543,0.827,0.455,8.939999999999999e-110,Macro_FOLR2+APOE+,0.80859543,Macro_FOLR2+APOE+,Mye
PABPC4,4.47e-26,0.807596709,0.68,0.416,8.240000000000001e-22,Macro_FOLR2+APOE+,0.807596709,Macro_FOLR2+APOE+,Mye
PDIA6,2.55e-63,0.807396816,0.842,0.511,4.7e-59,Macro_FOLR2+APOE+,0.807396816,Macro_FOLR2+APOE+,Mye
RAB18,8.02e-80,0.804709194,0.577,0.272,1.48e-75,Macro_FOLR2+APOE+,0.804709194,Macro_FOLR2+APOE+,Mye
LRRC25,1.84e-72,0.804368577,0.645,0.324,3.38e-68,Macro_FOLR2+APOE+,0.804368577,Macro_FOLR2+APOE+,Mye
ENG,5.3500000000000004e-73,0.804225527,0.656,0.338,9.86e-69,Macro_FOLR2+APOE+,0.804225527,Macro_FOLR2+APOE+,Mye
PSMD11,1.19e-53,0.803730105,0.571,0.301,2.2e-49,Macro_FOLR2+APOE+,0.803730105,Macro_FOLR2+APOE+,Mye
PSMB4,2.55e-45,0.802796395,0.658,0.365,4.69e-41,Macro_FOLR2+APOE+,0.802796395,Macro_FOLR2+APOE+,Mye
CALHM6,2.5399999999999998e-287,0.801875479,0.711,0.248,4.67e-283,Macro_FOLR2+APOE+,0.801875479,Macro_FOLR2+APOE+,Mye
FMNL2,2.43e-217,0.801856832,0.625,0.215,4.4799999999999996e-213,Macro_FOLR2+APOE+,0.801856832,Macro_FOLR2+APOE+,Mye
ISCU,5.06e-86,0.799711696,0.863,0.528,9.319999999999999e-82,Macro_FOLR2+APOE+,0.799711696,Macro_FOLR2+APOE+,Mye
FRMD4A,1.01e-197,0.797402032,0.538,0.175,1.8699999999999998e-193,Macro_FOLR2+APOE+,0.797402032,Macro_FOLR2+APOE+,Mye
MT-ND1,2.2599999999999997e-68,0.796832535,0.83,0.561,4.1700000000000005e-64,Macro_FOLR2+APOE+,0.796832535,Macro_FOLR2+APOE+,Mye
SNX10,5.539999999999999e-134,0.795978252,0.842,0.476,1.0199999999999998e-129,Macro_FOLR2+APOE+,0.795978252,Macro_FOLR2+APOE+,Mye
PLEKHO1,4.4299999999999995e-163,0.795753989,0.768,0.349,8.149999999999998e-159,Macro_FOLR2+APOE+,0.795753989,Macro_FOLR2+APOE+,Mye
ITGB1,1.9799999999999998e-23,0.795704612,0.732,0.467,3.64e-19,Macro_FOLR2+APOE+,0.795704612,Macro_FOLR2+APOE+,Mye
SERINC1,1.53e-43,0.794734947,0.685,0.396,2.82e-39,Macro_FOLR2+APOE+,0.794734947,Macro_FOLR2+APOE+,Mye
MAP1LC3B,8.62e-16,0.794620324,0.813,0.55,1.59e-11,Macro_FOLR2+APOE+,0.794620324,Macro_FOLR2+APOE+,Mye
MLX,5.959999999999999e-37,0.793974672,0.618,0.351,1.1e-32,Macro_FOLR2+APOE+,0.793974672,Macro_FOLR2+APOE+,Mye
MT-ND4,1.74e-76,0.792535581,0.824,0.567,3.21e-72,Macro_FOLR2+APOE+,0.792535581,Macro_FOLR2+APOE+,Mye
YIF1B,2.0699999999999998e-72,0.79200362,0.657,0.342,3.81e-68,Macro_FOLR2+APOE+,0.79200362,Macro_FOLR2+APOE+,Mye
LAP3,2.08e-117,0.789792256,0.931,0.575,3.8299999999999997e-113,Macro_FOLR2+APOE+,0.789792256,Macro_FOLR2+APOE+,Mye
ABI3,4.18e-85,0.789660437,0.741,0.383,7.7e-81,Macro_FOLR2+APOE+,0.789660437,Macro_FOLR2+APOE+,Mye
ME1,1.8e-289,0.786965711,0.403,0.088,3.3199999999999997e-285,Macro_FOLR2+APOE+,0.786965711,Macro_FOLR2+APOE+,Mye
EDEM2,6.06e-100,0.786579388,0.482,0.2,1.1199999999999999e-95,Macro_FOLR2+APOE+,0.786579388,Macro_FOLR2+APOE+,Mye
ABI1,4.3e-75,0.785206714,0.649,0.331,7.92e-71,Macro_FOLR2+APOE+,0.785206714,Macro_FOLR2+APOE+,Mye
NDUFA13,1.81e-58,0.784855021,0.725,0.423,3.3399999999999996e-54,Macro_FOLR2+APOE+,0.784855021,Macro_FOLR2+APOE+,Mye
TPD52L2,1.09e-65,0.784836667,0.533,0.261,2.0099999999999997e-61,Macro_FOLR2+APOE+,0.784836667,Macro_FOLR2+APOE+,Mye
CASP4,8.33e-53,0.78442153,0.757,0.434,1.53e-48,Macro_FOLR2+APOE+,0.78442153,Macro_FOLR2+APOE+,Mye
