gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength
SAMD9L,0,0.502149993,0.591,0.244,0,Macro_OLFML3,0.502149993
CD38,0,0.493418404,0.484,0.152,0,Macro_OLFML3,0.493418404
P2RY13,0,0.492693259,0.423,0.17,0,Macro_OLFML3,0.492693259
SFMBT2,0,0.48914214,0.46,0.186,0,Macro_OLFML3,0.48914214
PSMB9,0,0.48038514,0.946,0.625,0,Macro_OLFML3,0.48038514
IL18,0,0.474197817,0.75,0.407,0,Macro_OLFML3,0.474197817
CTSH,0,0.469620811,0.967,0.681,0,Macro_OLFML3,0.469620811
CCND1,0,0.468769159,0.469,0.13,0,Macro_OLFML3,0.468769159
PAK1,0,0.466719416,0.746,0.402,0,Macro_OLFML3,0.466719416
P2RY6,0,0.458512451,0.45,0.165,0,Macro_OLFML3,0.458512451
REEP4,0,0.454216377,0.491,0.212,0,Macro_OLFML3,0.454216377
ADORA3,0,0.449298148,0.551,0.23,0,Macro_OLFML3,0.449298148
TNFSF13B,0,0.446529197,0.903,0.542,0,Macro_OLFML3,0.446529197
DNASE2,0,0.445765685,0.685,0.331,0,Macro_OLFML3,0.445765685
SLAMF7,0,0.436579391,0.492,0.178,0,Macro_OLFML3,0.436579391
TAP1,0,0.435024347,0.778,0.382,0,Macro_OLFML3,0.435024347
STOM,0,0.433980775,0.643,0.312,0,Macro_OLFML3,0.433980775
ATF5,0,0.433307445,0.673,0.325,0,Macro_OLFML3,0.433307445
RASSF4,0,0.431260267,0.823,0.471,0,Macro_OLFML3,0.431260267
MYOF,0,0.428876819,0.509,0.185,0,Macro_OLFML3,0.428876819
SCIMP,0,0.427422891,0.583,0.243,0,Macro_OLFML3,0.427422891
JAK2,0,0.42260443,0.491,0.211,0,Macro_OLFML3,0.42260443
LPCAT2,0,0.406776536,0.621,0.274,0,Macro_OLFML3,0.406776536
HMOX1,0,0.405900286,0.823,0.513,0,Macro_OLFML3,0.405900286
MNDA,0,0.39965068,0.852,0.497,0,Macro_OLFML3,0.39965068
FMNL2,0,0.397528783,0.475,0.199,0,Macro_OLFML3,0.397528783
PTAFR,0,0.397275687,0.698,0.339,0,Macro_OLFML3,0.397275687
IFIT2,0,0.389731272,0.437,0.165,0,Macro_OLFML3,0.389731272
ETV5,0,0.38807634,0.432,0.172,0,Macro_OLFML3,0.38807634
APOL6,0,0.371359427,0.524,0.23,0,Macro_OLFML3,0.371359427
PLEKHO1,0,0.370364653,0.646,0.328,0,Macro_OLFML3,0.370364653
SIGLEC10,0,0.369918355,0.624,0.286,0,Macro_OLFML3,0.369918355
NMI,0,0.364600338,0.584,0.267,0,Macro_OLFML3,0.364600338
LPAR6,0,0.363367406,0.647,0.285,0,Macro_OLFML3,0.363367406
GALM,0,0.356620596,0.47,0.165,0,Macro_OLFML3,0.356620596
GLRX,0,0.349810461,0.825,0.516,0,Macro_OLFML3,0.349810461
SERPINA1,0,0.347322879,0.965,0.694,0,Macro_OLFML3,0.347322879
UBE2L6,0,0.343325772,0.899,0.533,0,Macro_OLFML3,0.343325772
MEF2A,0,0.33397706,0.695,0.39,0,Macro_OLFML3,0.33397706
ADAP2,0,0.330907117,0.751,0.41,0,Macro_OLFML3,0.330907117
ASCL2,0,0.328332767,0.379,0.128,0,Macro_OLFML3,0.328332767
SMCO4,0,0.325902843,0.757,0.379,0,Macro_OLFML3,0.325902843
IFIT3,0,0.323682272,0.451,0.184,0,Macro_OLFML3,0.323682272
HLA-DQB2,0,0.323325979,0.575,0.288,0,Macro_OLFML3,0.323325979
TMEM109,0,0.321997512,0.678,0.334,0,Macro_OLFML3,0.321997512
LHFPL2,0,0.320936751,0.543,0.254,0,Macro_OLFML3,0.320936751
SAMHD1,0,0.315131915,0.907,0.616,0,Macro_OLFML3,0.315131915
PRCP,0,0.31493906,0.657,0.359,0,Macro_OLFML3,0.31493906
SNX6,0,0.307443859,0.79,0.485,0,Macro_OLFML3,0.307443859
UBE2E2,0,0.293892397,0.556,0.27,0,Macro_OLFML3,0.293892397
CUL1,0,0.292883079,0.455,0.191,0,Macro_OLFML3,0.292883079
HLA-DOA,0,0.28416977,0.728,0.355,0,Macro_OLFML3,0.28416977
CBR1,0,0.278811888,0.616,0.282,0,Macro_OLFML3,0.278811888
AKR1A1,0,0.273301498,0.89,0.541,0,Macro_OLFML3,0.273301498
TFEC,0,0.268594361,0.556,0.265,0,Macro_OLFML3,0.268594361
AOAH,0,0.25977477,0.693,0.338,0,Macro_OLFML3,0.25977477
ALDH2,0,0.255415685,0.836,0.518,0,Macro_OLFML3,0.255415685
RAB32,0,0.249023219,0.654,0.343,0,Macro_OLFML3,0.249023219
SCPEP1,0,0.248408363,0.761,0.367,0,Macro_OLFML3,0.248408363
TNFAIP8L2,0,0.245983196,0.51,0.232,0,Macro_OLFML3,0.245983196
FUOM,0,0.244152841,0.663,0.343,0,Macro_OLFML3,0.244152841
PSMA4,0,0.242906293,0.761,0.435,0,Macro_OLFML3,0.242906293
PSMB10,0,0.241658827,0.824,0.537,0,Macro_OLFML3,0.241658827
MGAT4A,0,0.236034301,0.638,0.325,0,Macro_OLFML3,0.236034301
ACP2,0,0.233492852,0.495,0.23,0,Macro_OLFML3,0.233492852
ECHS1,0,0.194652324,0.66,0.336,0,Macro_OLFML3,0.194652324
EVL,0,0.194115771,0.629,0.326,0,Macro_OLFML3,0.194115771
PSMC4,0,0.188672986,0.604,0.306,0,Macro_OLFML3,0.188672986
LIMD2,0,0.1849844,0.781,0.448,0,Macro_OLFML3,0.1849844
VOPP1,0,0.181838434,0.627,0.315,0,Macro_OLFML3,0.181838434
PDIA3,0,0.181152164,0.918,0.648,0,Macro_OLFML3,0.181152164
HLA-DMB,0,0.180206564,0.937,0.605,0,Macro_OLFML3,0.180206564
LAIR1,0,0.175965698,0.83,0.484,0,Macro_OLFML3,0.175965698
CNDP2,0,0.164432408,0.747,0.421,0,Macro_OLFML3,0.164432408
NUB1,0,0.156609929,0.604,0.28,0,Macro_OLFML3,0.156609929
TREM2,3.29E-306,0.205436123,0.708,0.372,6.07E-302,Macro_OLFML3,0.205436123
SLC31A2,1.96E-304,0.324629203,0.721,0.41,3.61E-300,Macro_OLFML3,0.324629203
PLXDC2,1.75E-303,0.305974194,0.838,0.51,3.22E-299,Macro_OLFML3,0.305974194
PARP14,4.87E-302,0.284503971,0.649,0.346,8.97E-298,Macro_OLFML3,0.284503971
LILRB1,2.70E-300,0.251271618,0.653,0.345,4.97E-296,Macro_OLFML3,0.251271618
GNB4,1.01E-294,0.299071267,0.589,0.307,1.87E-290,Macro_OLFML3,0.299071267
TM6SF1,6.86E-291,0.230299086,0.512,0.245,1.26E-286,Macro_OLFML3,0.230299086
CYBB,1.20E-287,0.187572088,0.894,0.593,2.21E-283,Macro_OLFML3,0.187572088
RGS1,1.27E-279,0.300578686,0.899,0.613,2.34E-275,Macro_OLFML3,0.300578686
MT2A,2.55E-277,0.301325724,0.885,0.599,4.69E-273,Macro_OLFML3,0.301325724
SSB,3.70E-277,0.189116627,0.722,0.421,6.82E-273,Macro_OLFML3,0.189116627
AXL,9.35E-277,0.473104236,0.527,0.252,1.72E-272,Macro_OLFML3,0.473104236
YWHAH,5.60E-272,0.569482461,0.786,0.503,1.03E-267,Macro_OLFML3,0.569482461
PEA15,7.54E-266,0.239142189,0.792,0.486,1.39E-261,Macro_OLFML3,0.239142189
RAB8A,1.81E-265,0.154856636,0.688,0.396,3.34E-261,Macro_OLFML3,0.154856636
LIPA,2.58E-265,0.292510234,0.782,0.469,4.75E-261,Macro_OLFML3,0.292510234
ABI3,6.84E-264,0.242555561,0.665,0.362,1.26E-259,Macro_OLFML3,0.242555561
A2M,5.77E-259,0.323712784,0.652,0.359,1.06E-254,Macro_OLFML3,0.323712784
DNMT1,1.08E-255,0.181732452,0.552,0.29,1.99E-251,Macro_OLFML3,0.181732452
C20orf27,2.77E-255,0.181725156,0.594,0.316,5.10E-251,Macro_OLFML3,0.181725156
IRF1,6.12E-253,0.345913631,0.69,0.41,1.13E-248,Macro_OLFML3,0.345913631
ATG3,8.47E-251,0.179213344,0.79,0.492,1.56E-246,Macro_OLFML3,0.179213344
HCST,2.60E-249,0.225454511,0.884,0.627,4.79E-245,Macro_OLFML3,0.225454511
AKR1B1,1.98E-247,0.198085925,0.746,0.436,3.65E-243,Macro_OLFML3,0.198085925
MEF2C,9.20E-243,0.186872957,0.67,0.389,1.69E-238,Macro_OLFML3,0.186872957
ETHE1,1.44E-236,0.203479816,0.577,0.314,2.65E-232,Macro_OLFML3,0.203479816
LAT2,2.29E-235,0.161227005,0.724,0.423,4.21E-231,Macro_OLFML3,0.161227005
ATOX1,4.47E-235,0.151882479,0.818,0.548,8.24E-231,Macro_OLFML3,0.151882479
TLR2,4.92E-228,0.159947731,0.649,0.356,9.07E-224,Macro_OLFML3,0.159947731
CTSZ,1.26E-221,0.331076843,0.89,0.625,2.32E-217,Macro_OLFML3,0.331076843
FPR3,1.39E-201,0.255320822,0.567,0.313,2.57E-197,Macro_OLFML3,0.255320822
KCTD12,8.21E-179,0.190920336,0.746,0.462,1.51E-174,Macro_OLFML3,0.190920336
NUCKS1,1.64E-178,0.206348793,0.738,0.474,3.02E-174,Macro_OLFML3,0.206348793
DRAP1,3.57E-171,0.176623522,0.882,0.632,6.57E-167,Macro_OLFML3,0.176623522
FCGR2B,5.47E-125,0.177430175,0.65,0.399,1.01E-120,Macro_OLFML3,0.177430175
TPSAB1,0,7.655509488,0.966,0.015,0,Mast,7.655509488
TPSB2,0,6.866360801,0.867,0.009,0,Mast,6.866360801
CPA3,0,6.225118599,0.919,0.002,0,Mast,6.225118599
TPSD1,0,4.684562452,0.597,0.006,0,Mast,4.684562452
HPGD,0,4.671642413,0.684,0.015,0,Mast,4.671642413
CLU,0,4.218901858,0.771,0.073,0,Mast,4.218901858
GATA2,0,4.214649409,0.783,0.001,0,Mast,4.214649409
KIT,0,4.1263626,0.72,0.005,0,Mast,4.1263626
MS4A2,0,3.827286978,0.528,0,0,Mast,3.827286978
HDC,0,3.749981191,0.472,0,0,Mast,3.749981191
VWA5A,0,3.684158675,0.733,0.042,0,Mast,3.684158675
HPGDS,0,3.552535609,0.552,0.043,0,Mast,3.552535609
LTC4S,0,3.125045444,0.77,0.25,0,Mast,3.125045444
SLC18A2,0,3.012996632,0.502,0.004,0,Mast,3.012996632
CSF1,0,2.966365297,0.385,0.018,0,Mast,2.966365297
IL1RL1,0,2.861535928,0.452,0.001,0,Mast,2.861535928
CD69,0,2.699057567,0.642,0.187,0,Mast,2.699057567
RHEX,0,2.671031457,0.513,0.015,0,Mast,2.671031457
TIMP3,0,2.534103474,0.398,0.013,0,Mast,2.534103474
BACE2,0,2.442221093,0.498,0.011,0,Mast,2.442221093
SOCS1,0,2.41367367,0.497,0.183,0,Mast,2.41367367
LAT,0,2.318745421,0.45,0.035,0,Mast,2.318745421
RAB27B,0,2.148990157,0.399,0.002,0,Mast,2.148990157
SIGLEC6,0,2.136551797,0.381,0.006,0,Mast,2.136551797
RGS13,0,2.120269219,0.362,0.011,0,Mast,2.120269219
LMO4,0,2.100546193,0.496,0.219,0,Mast,2.100546193
GRAP2,0,2.045565014,0.36,0.007,0,Mast,2.045565014
NSMCE1,0,2.025759515,0.505,0.255,0,Mast,2.025759515
TNIK,0,1.948428509,0.376,0.025,0,Mast,1.948428509
MAOB,0,1.942396099,0.358,0.003,0,Mast,1.942396099
CNRIP1,0,1.907583191,0.429,0.057,0,Mast,1.907583191
MLPH,0,1.89564522,0.352,0.013,0,Mast,1.89564522
HS3ST1,0,1.877656083,0.396,0.097,0,Mast,1.877656083
SLC45A3,0,1.803512328,0.366,0.006,0,Mast,1.803512328
TESPA1,0,1.769896961,0.363,0.018,0,Mast,1.769896961
ATP6V0A2,0,1.722440966,0.403,0.103,0,Mast,1.722440966
SYTL3,0,1.676166547,0.373,0.1,0,Mast,1.676166547
PTGS1,0,1.675286744,0.495,0.24,0,Mast,1.675286744
SKAP1,0,1.615708273,0.277,0.008,0,Mast,1.615708273
ATP5MC2,0,1.602865773,0.736,0.412,0,Mast,1.602865773
LIF,0,1.579630898,0.26,0.006,0,Mast,1.579630898
MAST4,0,1.532376259,0.296,0.018,0,Mast,1.532376259
ITM2A,0,1.504813557,0.28,0.012,0,Mast,1.504813557
SMYD3,0,1.472079697,0.368,0.042,0,Mast,1.472079697
CTSW,0,1.434970631,0.308,0.035,0,Mast,1.434970631
DLC1,0,1.429834784,0.275,0.009,0,Mast,1.429834784
EGR1,0,1.41419784,0.566,0.267,0,Mast,1.41419784
ADRB2,0,1.408623656,0.342,0.082,0,Mast,1.408623656
CD82,0,1.361325,0.509,0.221,0,Mast,1.361325
STXBP6,0,1.322150821,0.264,0.004,0,Mast,1.322150821
RACK1,0,1.272304439,0.765,0.446,0,Mast,1.272304439
RAC2,0,1.226840602,0.745,0.479,0,Mast,1.226840602
NTRK1,0,1.226663585,0.251,0,0,Mast,1.226663585
P2RX1,0,1.175250239,0.343,0.061,0,Mast,1.175250239
RPL22,0,0.851633017,0.771,0.513,0,Mast,0.851633017
RPL30,0,0.747600327,0.876,0.56,0,Mast,0.747600327
RPL14,0,0.699282793,0.829,0.523,0,Mast,0.699282793
RPL32,0,0.603477793,0.87,0.558,0,Mast,0.603477793
RPL34,0,0.530396212,0.867,0.555,0,Mast,0.530396212
RPL11,0,0.517416385,0.877,0.56,0,Mast,0.517416385
RPL24,0,0.506846235,0.79,0.521,0,Mast,0.506846235
RPS27A,0,0.47673917,0.874,0.555,0,Mast,0.47673917
RPS7,0,0.467533731,0.838,0.541,0,Mast,0.467533731
MT-CYB,0,0.423721344,0.872,0.558,0,Mast,0.423721344
RPS4X,0,0.412805038,0.853,0.545,0,Mast,0.412805038
RPL12,0,0.35969611,0.862,0.555,0,Mast,0.35969611
RPL7A,0,0.332229629,0.856,0.538,0,Mast,0.332229629
RPS8,0,0.293008514,0.875,0.557,0,Mast,0.293008514
RPL35A,0,0.254307309,0.817,0.544,0,Mast,0.254307309
RPL5,0,0.232286953,0.826,0.496,0,Mast,0.232286953
MT-CO2,0,0.200024606,0.908,0.574,0,Mast,0.200024606
RPL39,0,0.186366819,0.859,0.561,0,Mast,0.186366819
RPL18,0,0.158912066,0.83,0.543,0,Mast,0.158912066
S100A8,0,3.966489542,0.953,0.308,0,Mono_CD14,3.966489542
S100A12,0,3.395028403,0.66,0.075,0,Mono_CD14,3.395028403
S100A9,0,3.194663265,0.96,0.419,0,Mono_CD14,3.194663265
FCN1,0,2.758467199,0.822,0.209,0,Mono_CD14,2.758467199
VCAN,0,2.356235879,0.805,0.183,0,Mono_CD14,2.356235879
CSTA,0,1.781058594,0.667,0.412,0,Mono_CD14,1.781058594
CDA,0,1.676400135,0.373,0.068,0,Mono_CD14,1.676400135
LGALS2,0,1.671622473,0.501,0.239,0,Mono_CD14,1.671622473
CFP,0,1.565983012,0.567,0.181,0,Mono_CD14,1.565983012
STXBP2,0,1.436593876,0.666,0.402,0,Mono_CD14,1.436593876
CD300E,0,1.334796541,0.441,0.146,0,Mono_CD14,1.334796541
THBS1,0,1.26619816,0.443,0.16,0,Mono_CD14,1.26619816
CD36,0,1.127143473,0.457,0.182,0,Mono_CD14,1.127143473
LILRA5,0,0.978131307,0.431,0.167,0,Mono_CD14,0.978131307
IFITM2,0,2.049387914,0.917,0.636,0,Mono_CD16,2.049387914
MTSS1,0,1.969627649,0.608,0.183,0,Mono_CD16,1.969627649
TCF7L2,0,1.829053606,0.476,0.069,0,Mono_CD16,1.829053606
GPBAR1,0,1.75885217,0.363,0.084,0,Mono_CD16,1.75885217
C19orf38,0,1.725217489,0.587,0.22,0,Mono_CD16,1.725217489
LILRB2,0,1.703921698,0.765,0.445,0,Mono_CD16,1.703921698
LILRA1,0,1.692408289,0.425,0.101,0,Mono_CD16,1.692408289
FCN1,0,1.660793343,0.813,0.229,0,Mono_CD16,1.660793343
CD52,0,1.618982567,0.755,0.376,0,Mono_CD16,1.618982567
STXBP2,0,1.60301334,0.769,0.406,0,Mono_CD16,1.60301334
LILRA5,0,1.599307722,0.681,0.166,0,Mono_CD16,1.599307722
CDKN1C,0,1.53034543,0.366,0.05,0,Mono_CD16,1.53034543
CDA,0,1.518499408,0.366,0.078,0,Mono_CD16,1.518499408
LYST,0,1.455147785,0.572,0.217,0,Mono_CD16,1.455147785
TESC,0,1.37265459,0.395,0.089,0,Mono_CD16,1.37265459
LIMD2,0,1.358552043,0.746,0.471,0,Mono_CD16,1.358552043
CFP,0,1.249511811,0.606,0.191,0,Mono_CD16,1.249511811
LILRA3,0,1.202158738,0.289,0.027,0,Mono_CD16,1.202158738
APOBEC3A,0,1.133792521,0.466,0.125,0,Mono_CD16,1.133792521
POU2F2,4.72E-308,1.289033876,0.583,0.258,8.70E-304,Mono_CD16,1.289033876
CYTIP,1.05E-302,1.469153591,0.679,0.38,1.94E-298,Mono_CD16,1.469153591
FCGR3A,2.43E-292,1.75262094,0.818,0.565,4.47E-288,Mono_CD16,1.75262094
ICAM2,2.85E-282,1.432324771,0.438,0.155,5.25E-278,Mono_CD16,1.432324771
ITGAL,3.13E-270,1.348848279,0.425,0.15,5.77E-266,Mono_CD16,1.348848279
ICAM3,1.96E-266,1.071350214,0.479,0.185,3.61E-262,Mono_CD16,1.071350214
LRRC25,1.04E-261,1.484547799,0.6,0.323,1.91E-257,Mono_CD16,1.484547799
SPN,1.88E-239,1.417915238,0.418,0.157,3.47E-235,Mono_CD16,1.417915238
NAAA,9.51E-233,1.378278345,0.611,0.358,1.75E-228,Mono_CD16,1.378278345
BCL2A1,2.88E-232,0.758302909,0.777,0.458,5.31E-228,Mono_CD16,0.758302909
SIDT2,1.33E-230,1.308589797,0.422,0.166,2.45E-226,Mono_CD16,1.308589797
CFD,1.45E-222,1.315528962,0.81,0.553,2.66E-218,Mono_CD16,1.315528962
CD300E,9.63E-212,0.63062418,0.435,0.156,1.77E-207,Mono_CD16,0.63062418
MYO1G,4.47E-191,1.075496263,0.539,0.273,8.23E-187,Mono_CD16,1.075496263
IFITM1,3.25E-184,0.923392586,0.535,0.243,5.99E-180,Mono_CD16,0.923392586
CXCL8,0,3.647632079,0.686,0.164,0,Mono_INHBA,3.647632079
CCL20,0,3.459652966,0.345,0.048,0,Mono_INHBA,3.459652966
CXCL3,0,3.006185656,0.569,0.137,0,Mono_INHBA,3.006185656
INHBA,0,2.895171825,0.469,0.04,0,Mono_INHBA,2.895171825
IL1B,0,2.893548546,0.697,0.313,0,Mono_INHBA,2.893548546
CCL3L1,0,2.891887977,0.483,0.142,0,Mono_INHBA,2.891887977
PTGS2,0,2.879558896,0.53,0.158,0,Mono_INHBA,2.879558896
IL6,0,2.767441896,0.329,0.029,0,Mono_INHBA,2.767441896
CXCL2,0,2.521685217,0.633,0.202,0,Mono_INHBA,2.521685217
CCL3,0,2.472521157,0.768,0.352,0,Mono_INHBA,2.472521157
IL1RN,0,2.448330064,0.676,0.191,0,Mono_INHBA,2.448330064
CCL4,0,2.432207598,0.634,0.29,0,Mono_INHBA,2.432207598
C15orf48,0,2.42543098,0.807,0.316,0,Mono_INHBA,2.42543098
G0S2,0,2.354487308,0.564,0.162,0,Mono_INHBA,2.354487308
CCL4L2,0,2.3060075,0.446,0.179,0,Mono_INHBA,2.3060075
TNIP3,0,2.261086528,0.4,0.021,0,Mono_INHBA,2.261086528
SPP1,0,2.172192235,0.487,0.21,0,Mono_INHBA,2.172192235
EREG,0,1.981302551,0.485,0.137,0,Mono_INHBA,1.981302551
TREM1,0,1.864331602,0.593,0.216,0,Mono_INHBA,1.864331602
TNFAIP6,0,1.856515105,0.34,0.048,0,Mono_INHBA,1.856515105
PLAUR,0,1.774070911,0.924,0.623,0,Mono_INHBA,1.774070911
ADM,0,1.73164585,0.406,0.128,0,Mono_INHBA,1.73164585
AQP9,0,1.670232466,0.428,0.097,0,Mono_INHBA,1.670232466
BCL2A1,0,1.665965776,0.796,0.45,0,Mono_INHBA,1.665965776
MMP19,0,1.657284319,0.459,0.107,0,Mono_INHBA,1.657284319
IER3,0,1.600931455,0.785,0.517,0,Mono_INHBA,1.600931455
ANPEP,0,1.524670955,0.546,0.188,0,Mono_INHBA,1.524670955
SLC2A3,0,1.438019122,0.752,0.414,0,Mono_INHBA,1.438019122
SLC39A8,0,1.323390284,0.365,0.109,0,Mono_INHBA,1.323390284
SDC2,0,1.315750509,0.359,0.086,0,Mono_INHBA,1.315750509
EHD1,0,1.297387959,0.443,0.145,0,Mono_INHBA,1.297387959
NDRG1,0,1.254441326,0.443,0.183,0,Mono_INHBA,1.254441326
EMP1,0,1.196706373,0.361,0.065,0,Mono_INHBA,1.196706373
ATP13A3,0,1.179671784,0.504,0.193,0,Mono_INHBA,1.179671784
ERO1A,0,1.177816684,0.399,0.116,0,Mono_INHBA,1.177816684
CTSL,0,1.140100933,0.834,0.5,0,Mono_INHBA,1.140100933
VEGFA,0,1.12407076,0.537,0.198,0,Mono_INHBA,1.12407076
TRAF1,0,1.080407693,0.368,0.118,0,Mono_INHBA,1.080407693
FLNA,0,0.730705602,0.751,0.433,0,Mono_INHBA,0.730705602
UPP1,1.01E-304,1.319582796,0.693,0.415,1.85E-300,Mono_INHBA,1.319582796
PDE4DIP,1.78E-301,1.168480568,0.579,0.306,3.27E-297,Mono_INHBA,1.168480568
GK,2.40E-279,1.239512516,0.614,0.349,4.42E-275,Mono_INHBA,1.239512516
SLC11A1,2.84E-273,1.394555961,0.739,0.45,5.23E-269,Mono_INHBA,1.394555961
FNDC3B,7.41E-272,1.186841713,0.529,0.264,1.36E-267,Mono_INHBA,1.186841713
SOCS3,4.30E-269,1.264125529,0.606,0.342,7.91E-265,Mono_INHBA,1.264125529
SLC25A37,6.13E-267,1.631339749,0.538,0.276,1.13E-262,Mono_INHBA,1.631339749
VCAN,1.54E-238,1.607702502,0.489,0.209,2.84E-234,Mono_INHBA,1.607702502
S100A9,1.79E-229,0.243335482,0.747,0.438,3.29E-225,Mono_INHBA,0.243335482
GZMB,0,8.630125402,0.783,0.014,0,pDC_LILRA4,8.630125402
PTGDS,0,7.479966657,0.385,0.014,0,pDC_LILRA4,7.479966657
LILRA4,0,6.773576581,0.68,0.032,0,pDC_LILRA4,6.773576581
TCL1A,0,6.603413533,0.442,0.001,0,pDC_LILRA4,6.603413533
CLIC3,0,5.736877472,0.688,0.021,0,pDC_LILRA4,5.736877472
SERPINF1,0,5.539665334,0.742,0.386,0,pDC_LILRA4,5.539665334
CYB561A3,0,5.518796826,0.709,0.19,0,pDC_LILRA4,5.518796826
BCL11A,0,5.343740615,0.646,0.054,0,pDC_LILRA4,5.343740615
ITM2C,0,5.332982247,0.779,0.105,0,pDC_LILRA4,5.332982247
PLAC8,0,5.332693862,0.742,0.176,0,pDC_LILRA4,5.332693862
IRF7,0,5.22599061,0.804,0.378,0,pDC_LILRA4,5.22599061
IRF8,0,5.174554219,0.766,0.357,0,pDC_LILRA4,5.174554219
MZB1,0,5.153913354,0.695,0.007,0,pDC_LILRA4,5.153913354
TSPAN13,0,5.128533184,0.761,0.039,0,pDC_LILRA4,5.128533184
IRF4,0,5.072320082,0.648,0.063,0,pDC_LILRA4,5.072320082
SPIB,0,5.060682812,0.59,0.044,0,pDC_LILRA4,5.060682812
IGKC,0,5.013566662,0.785,0.124,0,pDC_LILRA4,5.013566662
C12orf75,0,4.995917853,0.725,0.054,0,pDC_LILRA4,4.995917853
GPR183,0,4.927488219,0.777,0.44,0,pDC_LILRA4,4.927488219
PLD4,0,4.861361264,0.756,0.309,0,pDC_LILRA4,4.861361264
SMPD3,0,4.721448008,0.638,0.006,0,pDC_LILRA4,4.721448008
TCF4,0,4.683142679,0.8,0.245,0,pDC_LILRA4,4.683142679
CXCR3,0,4.653189365,0.571,0.025,0,pDC_LILRA4,4.653189365
IGHM,0,4.460246807,0.447,0.023,0,pDC_LILRA4,4.460246807
DERL3,0,4.439403838,0.638,0.014,0,pDC_LILRA4,4.439403838
ZFAT,0,4.405692636,0.569,0.021,0,pDC_LILRA4,4.405692636
IL3RA,0,4.379631492,0.728,0.1,0,pDC_LILRA4,4.379631492
POLB,0,4.352318934,0.551,0.123,0,pDC_LILRA4,4.352318934
LTB,0,4.341065653,0.628,0.12,0,pDC_LILRA4,4.341065653
EGLN3,0,4.326124456,0.388,0.035,0,pDC_LILRA4,4.326124456
SELL,0,4.282562842,0.698,0.175,0,pDC_LILRA4,4.282562842
LIME1,0,4.18083706,0.517,0.01,0,pDC_LILRA4,4.18083706
JCHAIN,0,4.179410584,0.726,0.019,0,pDC_LILRA4,4.179410584
IDH3A,0,4.165462573,0.59,0.139,0,pDC_LILRA4,4.165462573
CLEC4C,0,4.152875483,0.569,0.004,0,pDC_LILRA4,4.152875483
PIM2,0,4.064399824,0.404,0.084,0,pDC_LILRA4,4.064399824
TPM2,0,4.0488852,0.539,0.026,0,pDC_LILRA4,4.0488852
SEL1L3,0,4.045772225,0.604,0.085,0,pDC_LILRA4,4.045772225
PTPRCAP,0,4.044090849,0.344,0.024,0,pDC_LILRA4,4.044090849
PTPRS,0,4.018268654,0.605,0.002,0,pDC_LILRA4,4.018268654
UGCG,0,3.974331706,0.757,0.158,0,pDC_LILRA4,3.974331706
NUCB2,0,3.867566417,0.557,0.183,0,pDC_LILRA4,3.867566417
CCDC50,0,3.861335942,0.756,0.248,0,pDC_LILRA4,3.861335942
RASD1,0,3.831744651,0.324,0.033,0,pDC_LILRA4,3.831744651
KRT5,0,3.827947319,0.37,0.004,0,pDC_LILRA4,3.827947319
SLC20A1,0,3.814649226,0.626,0.208,0,pDC_LILRA4,3.814649226
PTCRA,0,3.771162101,0.526,0.012,0,pDC_LILRA4,3.771162101
SIDT1,0,3.763966996,0.516,0.027,0,pDC_LILRA4,3.763966996
LY9,0,3.737627471,0.295,0.024,0,pDC_LILRA4,3.737627471
ALOX5AP,0,3.735772967,0.805,0.489,0,pDC_LILRA4,3.735772967
GNL3,0,3.7235811,0.46,0.158,0,pDC_LILRA4,3.7235811
PLP2,0,3.651703872,0.767,0.385,0,pDC_LILRA4,3.651703872
SLC44A2,0,3.642034551,0.494,0.081,0,pDC_LILRA4,3.642034551
BLNK,0,3.619347969,0.599,0.148,0,pDC_LILRA4,3.619347969
SLC15A4,0,3.609435071,0.638,0.101,0,pDC_LILRA4,3.609435071
LDLRAD4,0,3.592815377,0.574,0.193,0,pDC_LILRA4,3.592815377
LAMP5,0,3.542159087,0.531,0.009,0,pDC_LILRA4,3.542159087
PPP1R14B,0,3.53923487,0.679,0.116,0,pDC_LILRA4,3.53923487
ERN1,0,3.529237297,0.607,0.149,0,pDC_LILRA4,3.529237297
SOX4,0,3.507360091,0.562,0.171,0,pDC_LILRA4,3.507360091
DNASE1L3,0,3.494685624,0.587,0.039,0,pDC_LILRA4,3.494685624
MAP2K6,0,3.450541141,0.304,0.035,0,pDC_LILRA4,3.450541141
ST6GALNAC4,0,3.434380926,0.587,0.098,0,pDC_LILRA4,3.434380926
RPLP0,0,3.393834887,0.912,0.523,0,pDC_LILRA4,3.393834887
APP,0,3.380665677,0.758,0.285,0,pDC_LILRA4,3.380665677
ZDHHC17,0,3.363648057,0.419,0.073,0,pDC_LILRA4,3.363648057
MYBL2,0,3.352557812,0.481,0.003,0,pDC_LILRA4,3.352557812
RPS3A,0,3.34319837,0.926,0.547,0,pDC_LILRA4,3.34319837
RPL3,0,3.298746964,0.92,0.512,0,pDC_LILRA4,3.298746964
MPEG1,0,3.291853738,0.7,0.356,0,pDC_LILRA4,3.291853738
TSPYL2,0,3.269791488,0.456,0.155,0,pDC_LILRA4,3.269791488
ADAM19,0,3.257564552,0.472,0.09,0,pDC_LILRA4,3.257564552
